Language pair,Combined sentences (LaBSE),Combined in-family sentences (LaBSE),Combined in-genus sentences (LaBSE),Combined sentences (LASER),Combined in-family sentences (LASER),Combined in-genus sentences (LASER),Same Family?,Same Genus?,"Character-level Overlap (multiset Jaccard coefficient, Book of Matthew)","Token-level Overlap (multiset Jaccard coefficient, Book of John)",Same Word Order?,Same Polysynthesis Status?,Geographic Distance (lang2vec),Inventory Distance (lang2vec),Syntactic Distance (lang2vec),Phonological Distance (lang2vec)
Thai-Croatian,245600000,11732965100,3455620000,8100000,381277649,53300000,0,0,0.0086,0.1794,1,1,0.121,0.3314,0.441,0.2697
Thai-Italian,395700000,11732965100,2630480000,12400000,381277649,40384000,0,0,0.0052,0.171,1,1,0.1296,0.2491,0.3571,0.2697
Thai-Akawaio,116700000,116700000,116700000,4100000,4100000,4100000,0,0,0.0044,0.0924,0,0,0.2999,0.2576,0.6923,0.3453
Thai-Czech,379700000,11732965100,3455620000,9600000,381277649,53300000,0,0,0.0051,0.1713,1,1,0.1228,0.3658,0.5581,0.2697
Thai-Tachelhit,116700000,116700000,116700000,4100000,4100000,4100000,0,0,0.0049,0.1575,0,1,0.182,0.3742,0.4005,0.2697
Thai-Romanian,264400000,11732965100,2630480000,9000000,381277649,40384000,0,0,0.0064,0.1721,1,1,0.1073,0.2093,0.365,0.2302
Thai-Lithuanian,215000000,11732965100,336900000,7300000,381277649,9300000,0,0,0.0045,0.1705,1,1,0.1083,0.3413,0.5307,0.3264
Thai-Wolof,118450000,261999300,261999300,4100000,4100000,4100000,0,0,0.005,0.1708,1,1,0.2135,0.1858,0.253,0.0871
Thai-Zulu,126862000,261999300,261999300,4100000,4100000,4100000,0,0,0.0054,0.1709,1,1,0.1273,0.2991,0.3851,0.3056
Thai-Thai-tok,233400000,233400000,233400000,8200000,8200000,8200000,1,1,0.8873,0.4137,1,1,0,0,0,0
Thai-Malayalam,177600000,450750000,344440000,4473000,4548000,4515000,0,0,0.0035,0.1697,0,1,0.0143,0.2438,0.6665,0.1835
Thai-Hebrew,289200000,612645000,592364000,8200000,16777000,16488000,0,0,0.004,0.1824,1,1,0.0861,0.3726,0.2963,0.3828
Thai-Kabyle,116700000,116700000,116700000,4100000,4100000,4100000,0,0,0.0054,0.1574,0,0,0.295,0.3349,0.3337,0.1835
Thai-French,1070700000,11732965100,2630480000,12900000,381277649,40384000,0,0,0.0056,0.1715,1,1,0.1464,0.237,0.3726,0.3595
Thai-Afrikaans,160770000,11732965100,4033659000,4167000,381277649,263321917,0,0,0.0053,0.1713,1,1,0.1272,0.2588,0.4107,0.3037
Campa-Q'eqchi',0,0,0,0,0,0,0,0,0.4136,0.1537,0,1,0.0242,0.2884,0.3248,0.3675
Campa-Tagalog,52600000,517929400,517929400,36000,7592560,7592560,0,0,0.4284,0.2408,1,0,0.3123,0.2951,0.2588,0.3675
Campa-Barasana,0,0,0,0,0,0,0,0,0.5104,0.1408,0,1,0.0039,0.3579,0.3506,0.25
Campa-Nahuatl,0,0,0,0,0,0,0,0,0.5831,0.2405,1,1,0.0376,0.3048,0.2527,0
Campa-Portuguese,507000000,11616265100,2513780000,8300000,377177649,36284000,0,0,0.4425,0.2503,0,0,0.1416,0.3917,0.3333,0.3333
Campa-Zarma,0,0,0,0,0,0,0,0,0.366,0.2608,0,0,0.1312,0.3487,0.4998,0.3333
Campa-Korean,211000000,211000000,211000000,1400000,1400000,1400000,0,0,0.0159,0.1984,0,0,0.2931,0.3487,0.5641,0.2929
Campa-Coptic,0,0,0,0,0,0,0,0,0.0201,0.2404,0,0,0.2099,0.4221,0.3895,0.4453
Campa-Hungarian,188600000,11616265100,352100000,5300000,377177649,13200000,0,0,0.3315,0.2435,0,0,0.1893,0.364,0.3241,0.3675
Campa-Shona,5595200,145299300,145299300,0,0,0,0,0,0.398,0.259,0,0,0.3146,0.3487,0.5188,0.3675
Campa-Cebuano,11081000,517929400,517929400,0,0,0,0,0,0.4288,0.2476,1,0,0.3099,0.3528,0.3775,0.3675
Campa-Ewe,0,0,0,0,0,0,0,0,0.3304,0.2479,0,0,0.1229,0.3958,0.5332,0.4655
Campa-Norwegian,170800000,11616265100,3916959000,4100000,377177649,259221917,0,0,0.3618,0.2364,0,0,0.1792,0.3928,0.367,0.3675
Campa-Vietnamese-tok,221000000,250798000,250798000,4000000,4000625,4000625,0,0,0.2335,0.2431,0,0,0.3174,0.4525,0.503,0.4226
Campa-Wolaytta,0,0,0,0,0,0,0,0,0.4951,0.2742,0,0,0.2188,0.3365,0.4782,0.397
Campa-Kannada,0,0,0,0,0,0,0,0,0.0224,0.2243,0,1,0.0245,0.2884,0.3241,0.2929
Campa-Dinka,0,0,0,0,0,0,0,0,0.3296,0.2544,0,0,0.1954,0.444,0.4129,0.4226
Campa-Indonesian,283000000,517929400,517929400,4300000,7592560,7592560,0,0,0.4802,0.2422,0,0,0.3086,0.3322,0.4339,0.397
Campa-English,2000000000,11616265100,3916959000,220242917,377177649,259221917,0,0,0.4147,0.2368,0,0,0.1581,0.4377,0.4209,0.397
Campa-Myanmar,42820000,1313269000,42820000,2000,8308000,2000,0,0,0.0065,0.1906,0,0,0.313,0.3917,0.5897,0.4655
Campa-Jakalteko,0,0,0,0,0,0,0,0,0.4816,0.1649,1,1,0.0264,0.3322,0.3595,0.3675
Campa-Slovene,129500000,11616265100,3338920000,5200000,377177649,49200000,0,0,0.385,0.2487,0,0,0.1802,0.3322,0.2658,0.3675
Campa-Greek,204000000,11616265100,204000000,6500000,377177649,6500000,0,0,0.0258,0.1822,0,0,0.1982,0.4636,0.2604,0.3675
Campa-Chinantec,0,0,0,0,0,0,0,0,0.3275,0.0584,1,0,0.0334,0.5337,0.3333,0.567
Campa-Icelandic,108080000,11616265100,3916959000,2000000,377177649,259221917,0,0,0.3394,0.2446,0,0,0.1491,0.3958,0.359,0.397
Campa-Polish,421000000,11616265100,3338920000,5500000,377177649,49200000,0,0,0.3357,0.243,0,0,0.1889,0.479,0.3082,0.3675
Campa-Romani,0,0,0,0,0,0,0,0,0.4299,0.2607,0,0,0.1911,0.4609,0.2999,0.3675
Campa-Maori,6419000,517929400,517929400,0,0,0,0,0,0.4601,0.2338,1,0,0.1791,0.4348,0.4209,0.3292
Campa-Cabecar,0,0,0,0,0,0,0,0,0.3574,0.2218,0,0,0.014,0.2256,0.3684,0.2929
Campa-Mam,0,0,0,0,0,0,0,0,0.394,0.1413,1,1,0.0253,0.3887,0.2835,0.2929
Campa-Latvian,121900000,11616265100,220200000,2000000,377177649,5200000,0,0,0.341,0.2461,0,0,0.1984,0.3303,0.367,0.397
Campa-Chinese,1270000000,1313269000,1270000000,8300000,8308000,8306000,0,0,0.021,0.1983,0,0,0.2971,0.4725,0.4662,0.4453
Campa-Japanese-tok,1410000000,1410000000,1410000000,3200000,3200000,3200000,0,0,0.0185,0.1409,0,0,0.2888,0.3259,0.6211,0.3675
Campa-Albanian,89270000,11616265100,89270000,3200000,377177649,3200000,0,0,0.3736,0.2482,0,0,0.1883,0.3406,0.3248,0.4226
Campa-Basque,52730000,52730000,52730000,1200000,1200000,1200000,0,0,0.4912,0.265,0,0,0.1482,0.4588,0.3226,0.2929
Campa-Esperanto,74600000,74600000,74600000,397000,414000,397000,0,0,0.4187,0.2413,0,0,0.161,0.4102,0.3482,0.397
Campa-Gujarati,89920000,11616265100,824900000,0,0,0,0,0,0.0266,0.2337,0,0,0.2886,0.4325,0.3823,0.3333
Campa-Serbian,68300000,11616265100,3338920000,4000000,377177649,49200000,0,0,0.3478,0.2542,0,0,0.1929,0.3303,0.2498,0.3675
Campa-Vietnamese,221000000,250798000,250798000,4000000,4000625,4000625,0,0,0.2339,0.2435,0,0,0.3174,0.4525,0.503,0.4226
Campa-German,701000000,11616265100,3916959000,8700000,377177649,259221917,0,0,0.3975,0.2396,0,0,0.1772,0.4102,0.4139,0.4655
Campa-Telugu,106310000,334050000,106310000,33000,448000,33000,0,0,0.0235,0.2148,0,0,0.3004,0.3713,0.4929,0.3333
Campa-Creole,70091000,70091000,70091000,0,0,0,0,0,0.3905,0.2404,0,0,0.0237,0.3813,0.3682,0.3333
Campa-Quichua,0,0,0,0,0,0,0,0,0.4862,0.2884,0,1,0.0035,0.3466,0.3958,0.2929
Campa-Achuar,0,0,0,0,0,0,0,0,0.557,0.2693,0,0,0.0024,0.303,0.3775,0.1835
Campa-Malagasy,8427000,517929400,517929400,355000,7592560,7592560,0,0,0.4534,0.2505,0,0,0.2224,0.2884,0.4129,0.397
Campa-Camsa,0,0,0,0,0,0,0,0,0.4806,0.269,0,1,0.0046,0.305,0.3868,0.2929
Campa-Swedish,246000000,11616265100,3916959000,7800000,377177649,259221917,0,0,0.3758,0.2442,0,0,0.189,0.4744,0.4025,0.397
Campa-Aukan,0,0,0,0,0,0,0,0,0.4576,0.274,0,0,0.0158,0.305,0.4782,0.3675
Campa-Japanese,1410000000,1410000000,1410000000,3200000,3200000,3200000,0,0,0,0.1983,0,0,0.2888,0.3259,0.6211,0.3675
Campa-Spanish,436000000,11616265100,2513780000,4800000,377177649,36284000,0,0,0.4265,0.249,0,0,0.1459,0.3303,0.2998,0.3675
Campa-Shuar,0,0,0,0,0,0,0,0,0.4925,0.2683,0,1,0.0023,0.2777,0.4025,0.1835
Campa-Dutch,451000000,11616265100,3916959000,8400000,377177649,259221917,0,0,0.3958,0.2429,0,0,0.1667,0.4558,0.4498,0.397
Campa-Slovak,156500000,11616265100,3338920000,5200000,377177649,49200000,0,0,0.3419,0.2437,0,0,0.1883,0.3656,0.2998,0.3675
Campa-Amuzgo,0,0,0,0,0,0,0,0,0.4578,0.1137,1,0,0.034,0.2246,0.3164,0.2441
Campa-Swahili,87840000,145299300,145299300,173000,173000,173000,0,0,0.3879,0.2503,0,0,0.2099,0.3487,0.4615,0.5477
Campa-Chinese-tok,1270000000,1313269000,1270000000,8300000,8308000,8306000,0,0,0.0215,0.1983,0,0,0.2971,0.4725,0.4662,0.4453
Campa-Danish,177100000,11616265100,3916959000,7900000,377177649,259221917,0,0,0.3442,0.2402,0,0,0.1754,0.3851,0.3766,0.397
Campa-Amharic,29492000,495945000,475664000,88000,12677000,12388000,0,0,0.0209,0.2004,0,0,0.2253,0.2897,0.4271,0.3675
Campa-Somali,11825000,495945000,11825000,85000,12677000,85000,0,0,0.4048,0.2475,0,0,0.2359,0.3981,0.4177,0.4226
Campa-Croatian,128900000,11616265100,3338920000,4000000,377177649,49200000,0,0,0.3537,0.2543,0,0,0.1836,0.3397,0.3164,0.3675
Campa-Italian,279000000,11616265100,2513780000,8300000,377177649,36284000,0,0,0.4276,0.2445,0,0,0.1746,0.3911,0.3417,0.3675
Campa-Akawaio,0,0,0,0,0,0,0,0,0.4152,0.1358,0,1,0.0125,0.2376,0.4146,0.2441
Campa-Czech,263000000,11616265100,3338920000,5500000,377177649,49200000,0,0,0.3125,0.2485,0,0,0.1824,0.383,0.3862,0.3675
Campa-Tachelhit,0,0,0,0,0,0,0,0,0.3144,0.2065,1,0,0.1217,0.4588,0.3625,0.3675
Campa-Romanian,147700000,11616265100,2513780000,4900000,377177649,36284000,0,0,0.3981,0.2571,0,0,0.1975,0.3322,0.3248,0.3333
Campa-Lithuanian,98300000,11616265100,220200000,3200000,377177649,5200000,0,0,0.3704,0.2495,0,0,0.1978,0.3736,0.3498,0.3333
Campa-Wolof,1750000,145299300,145299300,0,0,0,0,0,0.3175,0.258,0,0,0.0907,0.4027,0.4587,0.3675
Campa-Zulu,10162000,145299300,145299300,0,0,0,0,0,0.3414,0.2474,0,0,0.1815,0.3911,0.4683,0.4655
Campa-Thai-tok,116700000,116700000,116700000,4100000,4100000,4100000,0,0,0.0187,0.1494,0,0,0.3176,0.3565,0.5188,0.4226
Campa-Malayalam,60900000,334050000,227740000,373000,448000,415000,0,0,0.021,0.2133,0,0,0.2977,0.416,0.5332,0.2929
Campa-Hebrew,172500000,495945000,475664000,4100000,12677000,12388000,0,0,0.0196,0.2144,0,0,0.2184,0.3365,0.3153,0.4655
Campa-Kabyle,0,0,0,0,0,0,0,0,0.3596,0.2144,0,1,0.0245,0.2884,0.3241,0.2929
Campa-French,954000000,11616265100,2513780000,8800000,377177649,36284000,0,0,0.4365,0.2472,0,0,0.1584,0.4558,0.3823,0.4453
Campa-Afrikaans,44070000,11616265100,3916959000,67000,377177649,259221917,0,0,0.3923,0.2423,0,0,0.181,0.4324,0.4929,0.397
Q'eqchi'-Tagalog,52600000,517929400,517929400,36000,7592560,7592560,0,0,0.4032,0.1596,0,0,0.2755,0.2107,0.2771,0.4
Q'eqchi'-Barasana,0,0,0,0,0,0,0,0,0.3931,0.1436,0,1,0.0143,0.3433,0.5186,0.5257
Q'eqchi'-Nahuatl,0,0,0,0,0,0,0,0,0.5613,0.2001,0,1,0.0025,0.2251,0.1931,0.3675
Q'eqchi'-Portuguese,507000000,11616265100,2513780000,8300000,377177649,36284000,0,0,0.3637,0.1488,0,0,0.1222,0.3188,0.2998,0.3675
Q'eqchi'-Zarma,0,0,0,0,0,0,0,0,0.4142,0.1608,0,0,0.1545,0.2914,0.5379,0.3675
Q'eqchi'-Korean,211000000,211000000,211000000,1400000,1400000,1400000,1,1,0.0171,0.0997,0,0,0.2296,0.2914,0.6249,0.2174
Q'eqchi'-Coptic,0,0,0,0,0,0,0,0,0.0213,0.1231,0,0,0.2056,0.2665,0.4046,0.2984
Q'eqchi'-Hungarian,188600000,11616265100,352100000,5300000,377177649,13200000,0,0,0.3808,0.1543,0,0,0.1626,0.3153,0.3643,0.4
Q'eqchi'-Shona,5595200,145299300,145299300,0,0,0,0,0,0.418,0.1324,0,0,0.2844,0.2618,0.4478,0.4
Q'eqchi'-Cebuano,11081000,517929400,517929400,0,0,0,0,0,0.3989,0.1476,0,0,0.2785,0.2458,0.2609,0.4
Q'eqchi'-Ewe,0,0,0,0,0,0,0,0,0.3929,0.1597,0,0,0.155,0.37,0.5447,0.4929
Q'eqchi'-Norwegian,170800000,11616265100,3916959000,4100000,377177649,259221917,0,0,0.3668,0.1305,0,0,0.1358,0.4271,0.4321,0.4
Q'eqchi'-Vietnamese-tok,221000000,250798000,250798000,4000000,4000625,4000625,0,0,0.3269,0.1392,0,0,0.285,0.3974,0.4012,0.361
Q'eqchi'-Wolaytta,0,0,0,0,0,0,0,0,0.452,0.1458,0,0,0.2452,0.3015,0.6518,0.2372
Q'eqchi'-Kannada,0,0,0,0,0,0,1,1,0.0229,0.1177,1,1,0.0001,0.0645,0.1524,0.3292
Q'eqchi'-Dinka,0,0,0,0,0,0,0,0,0.4197,0.1777,0,0,0.2214,0.3414,0.4534,0.4523
Q'eqchi'-Indonesian,283000000,517929400,517929400,4300000,7592560,7592560,0,0,0.4829,0.1273,0,0,0.3083,0.2522,0.3374,0.4279
Q'eqchi'-English,2000000000,11616265100,3916959000,220242917,377177649,259221917,0,0,0.4046,0.1307,0,0,0.1237,0.3461,0.3838,0.4279
Q'eqchi'-Myanmar,42820000,1313269000,42820000,2000,8308000,2000,0,0,0.0069,0.0995,0,0,0.2867,0.3188,0.6999,0.4929
Q'eqchi'-Jakalteko,0,0,0,0,0,0,1,0,0.5547,0.2124,0,1,0.0001,0.2522,0.1931,0.1
Q'eqchi'-Slovene,129500000,11616265100,3338920000,5200000,377177649,49200000,0,0,0.3919,0.1414,0,0,0.1549,0.3098,0.3827,0.4
Q'eqchi'-Greek,204000000,11616265100,204000000,6500000,377177649,6500000,0,0,0.0345,0.1151,0,0,0.1771,0.384,0.2561,0.4
Q'eqchi'-Chinantec,0,0,0,0,0,0,0,0,0.3608,0.08,0,0,0.0014,0.4377,0.1997,0.5436
Q'eqchi'-Icelandic,108080000,11616265100,3916959000,2000000,377177649,259221917,0,0,0.3652,0.1373,0,0,0.0997,0.3974,0.4248,0.4279
Q'eqchi'-Polish,421000000,11616265100,3338920000,5500000,377177649,49200000,0,0,0.3675,0.1389,0,0,0.1556,0.3549,0.3253,0.4
Q'eqchi'-Romani,0,0,0,0,0,0,0,0,0.4992,0.1512,0,0,0.1701,0.389,0.4349,0.4
Q'eqchi'-Maori,6419000,517929400,517929400,0,0,0,0,0,0.4327,0.1308,0,0,0.1935,0.4382,0.4095,0.5757
Q'eqchi'-Cabecar,0,0,0,0,0,0,0,0,0.4463,0.1663,0,0,0.0017,0.1996,0.5715,0.3292
Q'eqchi'-Mam,0,0,0,0,0,0,1,1,0.5138,0.2011,0,1,0.0002,0.1686,0.1084,0.3292
Q'eqchi'-Latvian,121900000,11616265100,220200000,2000000,377177649,5200000,0,0,0.3918,0.1352,0,0,0.1579,0.2714,0.4321,0.4279
Q'eqchi'-Chinese,1270000000,1313269000,1270000000,8300000,8308000,8306000,0,0,0.0585,0.0995,0,0,0.2372,0.3468,0.4534,0.4738
Q'eqchi'-Japanese-tok,1410000000,1410000000,1410000000,3200000,3200000,3200000,0,0,0.0506,0.0995,0,0,0.2242,0.3226,0.6568,0.5
Q'eqchi'-Albanian,89270000,11616265100,89270000,3200000,377177649,3200000,0,0,0.4546,0.1578,0,0,0.1698,0.3468,0.3659,0.4523
Q'eqchi'-Basque,52730000,52730000,52730000,1200000,1200000,1200000,0,0,0.5062,0.156,0,0,0.1272,0.3299,0.3849,0.3292
Q'eqchi'-Esperanto,74600000,74600000,74600000,397000,414000,397000,0,0,0.5053,0.1434,0,0,0.1317,0.2888,0.3172,0.3326
Q'eqchi'-Gujarati,89920000,11616265100,824900000,0,0,0,0,0,0.0549,0.1224,0,0,0.2754,0.4134,0.518,0.3675
Q'eqchi'-Serbian,68300000,11616265100,3338920000,4000000,377177649,49200000,0,0,0.3969,0.1406,0,0,0.1695,0.2714,0.3902,0.4
Q'eqchi'-Vietnamese,221000000,250798000,250798000,4000000,4000625,4000625,0,0,0.3366,0.1394,0,0,0.285,0.3974,0.4012,0.361
Q'eqchi'-German,701000000,11616265100,3916959000,8700000,377177649,259221917,0,0,0.4309,0.1345,0,0,0.1487,0.3396,0.4522,0.4084
Q'eqchi'-Telugu,106310000,334050000,106310000,33000,448000,33000,0,0,0.0352,0.1131,0,0,0.2906,0.4043,0.6096,0.3675
Q'eqchi'-Creole,70091000,70091000,70091000,0,0,0,0,0,0.4616,0.1819,0,0,0.0063,0.2988,0.3068,0.3675
Q'eqchi'-Quichua,0,0,0,0,0,0,0,0,0.4939,0.1599,0,1,0.01,0.1871,0.5982,0.3292
Q'eqchi'-Achuar,0,0,0,0,0,0,0,0,0.4555,0.1762,0,0,0.012,0.2329,0.5776,0.2254
Q'eqchi'-Malagasy,8427000,517929400,517929400,355000,7592560,7592560,0,0,0.4232,0.147,1,0,0.2769,0.2258,0.3493,0.4279
Q'eqchi'-Camsa,0,0,0,0,0,0,0,0,0.4089,0.1578,0,1,0.0089,0.2217,0.565,0.3292
Q'eqchi'-Swedish,246000000,11616265100,3916959000,7800000,377177649,259221917,0,0,0.437,0.1368,0,0,0.1455,0.4467,0.4173,0.4279
Q'eqchi'-Aukan,0,0,0,0,0,0,0,0,0.4405,0.1599,0,0,0.0313,0.2516,0.384,0.4
Q'eqchi'-Japanese,1410000000,1410000000,1410000000,3200000,3200000,3200000,0,0,0,0.0995,0,0,0.2242,0.3226,0.6568,0.5
Q'eqchi'-Spanish,436000000,11616265100,2513780000,4800000,377177649,36284000,0,0,0.4274,0.1534,0,0,0.129,0.2714,0.2927,0.4
Q'eqchi'-Shuar,0,0,0,0,0,0,0,0,0.4845,0.1471,0,1,0.012,0.205,0.5186,0.4836
Q'eqchi'-Dutch,451000000,11616265100,3916959000,8400000,377177649,259221917,0,0,0.4381,0.1357,0,0,0.1338,0.2846,0.439,0.4279
Q'eqchi'-Slovak,156500000,11616265100,3338920000,5200000,377177649,49200000,0,0,0.3999,0.1516,0,0,0.1594,0.3017,0.3659,0.4
Q'eqchi'-Amuzgo,0,0,0,0,0,0,0,0,0.4077,0.1296,0,0,0.002,0.241,0.2345,0.2829
Q'eqchi'-Swahili,87840000,145299300,145299300,173000,173000,173000,0,0,0.4447,0.1335,0,0,0.2551,0.2707,0.4748,0.5233
Q'eqchi'-Chinese-tok,1270000000,1313269000,1270000000,8300000,8308000,8306000,0,0,0.0554,0.0995,0,0,0.2372,0.3468,0.4534,0.4738
Q'eqchi'-Danish,177100000,11616265100,3916959000,7900000,377177649,259221917,0,0,0.3604,0.1297,0,0,0.1387,0.3644,0.468,0.4279
Q'eqchi'-Amharic,29492000,495945000,475664000,88000,12677000,12388000,0,0,0.029,0.1008,0,0,0.2437,0.2425,0.4878,0.3
Q'eqchi'-Somali,11825000,495945000,11825000,85000,12677000,85000,0,0,0.4618,0.1355,0,0,0.2615,0.3001,0.5555,0.2697
Q'eqchi'-Croatian,128900000,11616265100,3338920000,4000000,377177649,49200000,0,0,0.4022,0.1415,0,0,0.1595,0.2816,0.358,0.4
Q'eqchi'-Italian,279000000,11616265100,2513780000,8300000,377177649,36284000,0,0,0.4443,0.135,0,0,0.1539,0.3007,0.3086,0.4
Q'eqchi'-Akawaio,0,0,0,0,0,0,0,0,0.4529,0.2177,0,1,0.0214,0.205,0.5106,0.5219
Q'eqchi'-Czech,263000000,11616265100,3338920000,5500000,377177649,49200000,0,0,0.3784,0.1499,0,0,0.152,0.3209,0.4534,0.4
Q'eqchi'-Tachelhit,0,0,0,0,0,0,0,0,0.3874,0.1704,0,0,0.1196,0.2716,0.4243,0.4
Q'eqchi'-Romanian,147700000,11616265100,2513780000,4900000,377177649,36284000,0,0,0.4753,0.1615,0,0,0.1709,0.281,0.3659,0.3675
Q'eqchi'-Lithuanian,98300000,11616265100,220200000,3200000,377177649,5200000,0,0,0.4123,0.1341,0,0,0.1595,0.3184,0.3902,0.473
Q'eqchi'-Wolof,1750000,145299300,145299300,0,0,0,0,0,0.4541,0.162,0,0,0.1082,0.2689,0.4456,0.4
Q'eqchi'-Zulu,10162000,145299300,145299300,0,0,0,0,0,0.5048,0.1363,0,0,0.2466,0.3299,0.5061,0.3239
Q'eqchi'-Thai-tok,116700000,116700000,116700000,4100000,4100000,4100000,0,0,0.043,0.1015,0,0,0.2948,0.3072,0.4202,0.4523
Q'eqchi'-Malayalam,60900000,334050000,227740000,373000,448000,415000,0,0,0.0273,0.1118,0,0,0.2985,0.3964,0.6518,0.3292
Q'eqchi'-Hebrew,172500000,495945000,475664000,4100000,12677000,12388000,0,0,0.0314,0.1069,0,0,0.2107,0.3015,0.3783,0.2394
Q'eqchi'-Kabyle,0,0,0,0,0,0,0,0,0.4464,0.1707,1,1,0.0001,0.0645,0.1524,0.3292
Q'eqchi'-French,954000000,11616265100,2513780000,8800000,377177649,36284000,0,0,0.4462,0.15,0,0,0.131,0.3339,0.3494,0.3861
Q'eqchi'-Afrikaans,44070000,11616265100,3916959000,67000,377177649,259221917,0,0,0.4411,0.133,0,0,0.2433,0.3673,0.4274,0.3326
Tagalog-Barasana,52600000,517929400,517929400,36000,7592560,7592560,0,0,0.3525,0.1137,0,0,0.3096,0.2518,0.5494,0.5257
Tagalog-Nahuatl,52600000,517929400,517929400,36000,7592560,7592560,0,0,0.4571,0.1947,1,0,0.2564,0.2044,0.3056,0.3675
Tagalog-Portuguese,559600000,12134194500,3031709400,8336000,384770209,43876560,0,0,0.3669,0.3652,0,1,0.2001,0.2603,0.3082,0.1567
Tagalog-Zarma,52600000,517929400,517929400,36000,7592560,7592560,0,0,0.5557,0.3658,0,1,0.2233,0.1663,0.4419,0.1567
Tagalog-Korean,263600000,728929400,728929400,1436000,8992560,8992560,0,0,0.0189,0.3003,0,1,0.0146,0.2497,0.6294,0.2174
Tagalog-Coptic,52600000,517929400,517929400,36000,7592560,7592560,0,0,0.0234,0.3637,0,1,0.1421,0.2603,0.3647,0.2984
Tagalog-Hungarian,241200000,12134194500,870029400,5336000,384770209,20792560,0,0,0.4187,0.3603,0,1,0.1535,0.2782,0.4184,0.2
Tagalog-Shona,58195200,663228700,663228700,36000,7592560,7592560,0,0,0.4656,0.3661,0,1,0.0142,0.1386,0.3999,0.2
Tagalog-Cebuano,63681000,1035858800,1035858800,36000,7592560,7592560,1,1,0.857,0.5102,1,1,0.001,0.1359,0.1393,0.2
Tagalog-Ewe,52600000,517929400,517929400,36000,7592560,7592560,0,0,0.4239,0.2467,0,1,0.2326,0.2782,0.5501,0.1548
Tagalog-Norwegian,223400000,12134194500,4434888400,4136000,384770209,266814477,0,0,0.4068,0.359,0,1,0.1548,0.2968,0.4145,0.2
Tagalog-Vietnamese-tok,273600000,768727400,768727400,4036000,11593185,11593185,0,0,0.3259,0.3494,0,1,0.0058,0.285,0.3239,0.1784
Tagalog-Wolaytta,52600000,517929400,517929400,36000,7592560,7592560,0,0,0.6009,0.2835,0,1,0.1394,0.253,0.656,0.2372
Tagalog-Kannada,52600000,517929400,517929400,36000,7592560,7592560,0,0,0.0229,0.3089,0,0,0.2739,0.2714,0.2556,0.1056
Tagalog-Dinka,52600000,517929400,517929400,36000,7592560,7592560,0,0,0.4154,0.3046,0,1,0.1631,0.2675,0.4085,0.1784
Tagalog-Indonesian,335600000,1035858800,1035858800,4336000,15185120,15185120,1,1,0.6269,0.3478,0,1,0.0151,0.1609,0.3453,0.0465
Tagalog-English,2052600000,12134194500,4434888400,220278917,384770209,266814477,0,0,0.4237,0.3628,0,1,0.1786,0.2707,0.3912,0.1419
Tagalog-Myanmar,95420000,1831198400,560749400,38000,15900560,7594560,0,0,0.0074,0.1906,0,1,0.0186,0.211,0.6788,0.1548
Tagalog-Jakalteko,52600000,517929400,517929400,36000,7592560,7592560,0,0,0.4983,0.1552,1,0,0.2718,0.188,0.2285,0.4
Tagalog-Slovene,182100000,12134194500,3856849400,5236000,384770209,56792560,0,0,0.3916,0.367,0,1,0.1627,0.2963,0.3901,0.2
Tagalog-Greek,256600000,12134194500,721929400,6536000,384770209,14092560,0,0,0.04,0.1862,0,1,0.1474,0.3333,0.2873,0.2
Tagalog-Chinantec,52600000,517929400,517929400,36000,7592560,7592560,0,0,0.3281,0.0475,1,1,0.2618,0.3701,0.234,0.4523
Tagalog-Icelandic,160680000,12134194500,4434888400,2036000,384770209,266814477,0,0,0.3927,0.3546,0,1,0.178,0.304,0.3823,0.2372
Tagalog-Polish,473600000,12134194500,3856849400,5536000,384770209,56792560,0,0,0.3877,0.3628,0,1,0.151,0.2872,0.3333,0.2
Tagalog-Romani,52600000,517929400,517929400,36000,7592560,7592560,0,0,0.507,0.369,0,1,0.1542,0.2639,0.4417,0.2
Tagalog-Maori,59019000,1035858800,1035858800,36000,7592560,7592560,1,1,0.4886,0.3549,1,1,0.1141,0.2951,0.2643,0.2929
Tagalog-Cabecar,52600000,517929400,517929400,36000,7592560,7592560,0,0,0.4368,0.1981,0,1,0.2895,0.1211,0.6031,0.1056
Tagalog-Mam,52600000,517929400,517929400,36000,7592560,7592560,0,0,0.4298,0.1382,1,0,0.2728,0.2697,0.1667,0.1056
Tagalog-Latvian,174500000,12134194500,738129400,2036000,384770209,12792560,0,0,0.4096,0.3627,0,1,0.1386,0.2857,0.4145,0.2372
Tagalog-Chinese,1322600000,1831198400,1787929400,8336000,15900560,15898560,0,0,0.0514,0.2998,0,1,0.0175,0.3318,0.4599,0.2984
Tagalog-Japanese-tok,1462600000,1927929400,1927929400,3236000,10792560,10792560,0,0,0.0438,0.1409,0,1,0.0146,0.1803,0.687,0.4
Tagalog-Albanian,141870000,12134194500,607199400,3236000,384770209,10792560,0,0,0.3857,0.3801,0,1,0.1579,0.3051,0.3975,0.2697
Tagalog-Basque,105330000,570659400,570659400,1236000,8792560,8792560,0,0,0.4301,0.3425,0,1,0.1936,0.3419,0.4148,0.1056
Tagalog-Esperanto,127200000,592529400,592529400,433000,8006560,7989560,0,0,0.4849,0.3673,0,1,0.1785,0.259,0.3719,0.2372
